"participant","trial_n","rating","IAT_condition","block_order","task_order","gender","age","modern_racism_scale_total","IAT_exclude_based_on_fast_trials","SCIAT_exclude_based_on_fast_trials"
292,1,2,"Race IAT","incongruent","SCIAT first","female",27,16,FALSE,FALSE
292,2,4,"Race IAT","incongruent","SCIAT first","female",27,16,FALSE,FALSE
292,3,4,"Race IAT","incongruent","SCIAT first","female",27,16,FALSE,FALSE
292,4,3,"Race IAT","incongruent","SCIAT first","female",27,16,FALSE,FALSE
292,5,4,"Race IAT","incongruent","SCIAT first","female",27,16,FALSE,FALSE
292,6,4,"Race IAT","incongruent","SCIAT first","female",27,16,FALSE,FALSE
293,1,6,"Flowers-Insects IAT","congruent","ratings first","male",31,15,TRUE,TRUE
293,2,6,"Flowers-Insects IAT","congruent","ratings first","male",31,15,TRUE,TRUE
293,3,5,"Flowers-Insects IAT","congruent","ratings first","male",31,15,TRUE,TRUE
293,4,5,"Flowers-Insects IAT","congruent","ratings first","male",31,15,TRUE,TRUE
293,5,6,"Flowers-Insects IAT","congruent","ratings first","male",31,15,TRUE,TRUE
293,6,7,"Flowers-Insects IAT","congruent","ratings first","male",31,15,TRUE,TRUE
291,1,6,"Race IAT","congruent","SCIAT first","male",33,15,FALSE,FALSE
291,2,6,"Race IAT","congruent","SCIAT first","male",33,15,FALSE,FALSE
291,3,6,"Race IAT","congruent","SCIAT first","male",33,15,FALSE,FALSE
291,4,6,"Race IAT","congruent","SCIAT first","male",33,15,FALSE,FALSE
291,5,6,"Race IAT","congruent","SCIAT first","male",33,15,FALSE,FALSE
291,6,6,"Race IAT","congruent","SCIAT first","male",33,15,FALSE,FALSE
288,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",18,23,FALSE,FALSE
288,2,5,"Flowers-Insects IAT","incongruent","SCIAT first","male",18,23,FALSE,FALSE
288,3,6,"Flowers-Insects IAT","incongruent","SCIAT first","male",18,23,FALSE,FALSE
288,4,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",18,23,FALSE,FALSE
288,5,3,"Flowers-Insects IAT","incongruent","SCIAT first","male",18,23,FALSE,FALSE
288,6,3,"Flowers-Insects IAT","incongruent","SCIAT first","male",18,23,FALSE,FALSE
287,1,5,"Flowers-Insects IAT","congruent","SCIAT first","male",40,20,FALSE,FALSE
287,2,6,"Flowers-Insects IAT","congruent","SCIAT first","male",40,20,FALSE,FALSE
287,3,5,"Flowers-Insects IAT","congruent","SCIAT first","male",40,20,FALSE,FALSE
287,4,6,"Flowers-Insects IAT","congruent","SCIAT first","male",40,20,FALSE,FALSE
287,5,3,"Flowers-Insects IAT","congruent","SCIAT first","male",40,20,FALSE,FALSE
287,6,6,"Flowers-Insects IAT","congruent","SCIAT first","male",40,20,FALSE,FALSE
290,1,1,"Race IAT","incongruent","ratings first","female",43,31,FALSE,FALSE
290,2,1,"Race IAT","incongruent","ratings first","female",43,31,FALSE,FALSE
290,3,1,"Race IAT","incongruent","ratings first","female",43,31,FALSE,FALSE
290,4,1,"Race IAT","incongruent","ratings first","female",43,31,FALSE,FALSE
290,5,1,"Race IAT","incongruent","ratings first","female",43,31,FALSE,FALSE
290,6,1,"Race IAT","incongruent","ratings first","female",43,31,FALSE,FALSE
283,1,3,"Race IAT","congruent","SCIAT first","male",42,23,FALSE,FALSE
283,2,3,"Race IAT","congruent","SCIAT first","male",42,23,FALSE,FALSE
283,3,3,"Race IAT","congruent","SCIAT first","male",42,23,FALSE,FALSE
283,4,3,"Race IAT","congruent","SCIAT first","male",42,23,FALSE,FALSE
283,5,3,"Race IAT","congruent","SCIAT first","male",42,23,FALSE,FALSE
283,6,3,"Race IAT","congruent","SCIAT first","male",42,23,FALSE,FALSE
282,1,4,"Race IAT","incongruent","ratings first","male",22,16,FALSE,FALSE
282,2,4,"Race IAT","incongruent","ratings first","male",22,16,FALSE,FALSE
282,3,4,"Race IAT","incongruent","ratings first","male",22,16,FALSE,FALSE
282,4,4,"Race IAT","incongruent","ratings first","male",22,16,FALSE,FALSE
282,5,4,"Race IAT","incongruent","ratings first","male",22,16,FALSE,FALSE
282,6,4,"Race IAT","incongruent","ratings first","male",22,16,FALSE,FALSE
284,1,4,"Race IAT","incongruent","SCIAT first","male",21,20,FALSE,FALSE
284,2,3,"Race IAT","incongruent","SCIAT first","male",21,20,FALSE,FALSE
284,3,5,"Race IAT","incongruent","SCIAT first","male",21,20,FALSE,FALSE
284,4,4,"Race IAT","incongruent","SCIAT first","male",21,20,FALSE,FALSE
284,5,4,"Race IAT","incongruent","SCIAT first","male",21,20,FALSE,FALSE
284,6,4,"Race IAT","incongruent","SCIAT first","male",21,20,FALSE,FALSE
279,1,6,"Flowers-Insects IAT","congruent","SCIAT first","female",28,19,FALSE,FALSE
279,2,4,"Flowers-Insects IAT","congruent","SCIAT first","female",28,19,FALSE,FALSE
279,3,4,"Flowers-Insects IAT","congruent","SCIAT first","female",28,19,FALSE,FALSE
279,4,4,"Flowers-Insects IAT","congruent","SCIAT first","female",28,19,FALSE,FALSE
279,5,5,"Flowers-Insects IAT","congruent","SCIAT first","female",28,19,FALSE,FALSE
279,6,3,"Flowers-Insects IAT","congruent","SCIAT first","female",28,19,FALSE,FALSE
286,1,4,"Flowers-Insects IAT","incongruent","ratings first","male",18,23,FALSE,FALSE
286,2,3,"Flowers-Insects IAT","incongruent","ratings first","male",18,23,FALSE,FALSE
286,3,4,"Flowers-Insects IAT","incongruent","ratings first","male",18,23,FALSE,FALSE
286,4,4,"Flowers-Insects IAT","incongruent","ratings first","male",18,23,FALSE,FALSE
286,5,4,"Flowers-Insects IAT","incongruent","ratings first","male",18,23,FALSE,FALSE
286,6,4,"Flowers-Insects IAT","incongruent","ratings first","male",18,23,FALSE,FALSE
272,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",37,16,FALSE,FALSE
272,2,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",37,16,FALSE,FALSE
272,3,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",37,16,FALSE,FALSE
272,4,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",37,16,FALSE,FALSE
272,5,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",37,16,FALSE,FALSE
272,6,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",37,16,FALSE,FALSE
281,1,4,"Race IAT","congruent","ratings first","male",41,16,FALSE,FALSE
281,2,4,"Race IAT","congruent","ratings first","male",41,16,FALSE,FALSE
281,3,4,"Race IAT","congruent","ratings first","male",41,16,FALSE,FALSE
281,4,4,"Race IAT","congruent","ratings first","male",41,16,FALSE,FALSE
281,5,4,"Race IAT","congruent","ratings first","male",41,16,FALSE,FALSE
281,6,4,"Race IAT","congruent","ratings first","male",41,16,FALSE,FALSE
278,1,4,"Flowers-Insects IAT","incongruent","ratings first","male",28,13,FALSE,FALSE
278,2,4,"Flowers-Insects IAT","incongruent","ratings first","male",28,13,FALSE,FALSE
278,3,4,"Flowers-Insects IAT","incongruent","ratings first","male",28,13,FALSE,FALSE
278,4,4,"Flowers-Insects IAT","incongruent","ratings first","male",28,13,FALSE,FALSE
278,5,4,"Flowers-Insects IAT","incongruent","ratings first","male",28,13,FALSE,FALSE
278,6,4,"Flowers-Insects IAT","incongruent","ratings first","male",28,13,FALSE,FALSE
276,1,5,"Race IAT","incongruent","SCIAT first","male",35,20,FALSE,FALSE
276,2,5,"Race IAT","incongruent","SCIAT first","male",35,20,FALSE,FALSE
276,3,6,"Race IAT","incongruent","SCIAT first","male",35,20,FALSE,FALSE
276,4,4,"Race IAT","incongruent","SCIAT first","male",35,20,FALSE,FALSE
276,5,5,"Race IAT","incongruent","SCIAT first","male",35,20,FALSE,FALSE
276,6,5,"Race IAT","incongruent","SCIAT first","male",35,20,FALSE,FALSE
275,1,4,"Race IAT","congruent","SCIAT first","male",18,20,FALSE,FALSE
275,2,4,"Race IAT","congruent","SCIAT first","male",18,20,FALSE,FALSE
275,3,3,"Race IAT","congruent","SCIAT first","male",18,20,FALSE,FALSE
275,4,4,"Race IAT","congruent","SCIAT first","male",18,20,FALSE,FALSE
275,5,4,"Race IAT","congruent","SCIAT first","male",18,20,FALSE,FALSE
275,6,4,"Race IAT","congruent","SCIAT first","male",18,20,FALSE,FALSE
280,1,2,"Flowers-Insects IAT","incongruent","SCIAT first","male",46,19,FALSE,TRUE
280,2,2,"Flowers-Insects IAT","incongruent","SCIAT first","male",46,19,FALSE,TRUE
280,3,2,"Flowers-Insects IAT","incongruent","SCIAT first","male",46,19,FALSE,TRUE
280,4,2,"Flowers-Insects IAT","incongruent","SCIAT first","male",46,19,FALSE,TRUE
280,5,3,"Flowers-Insects IAT","incongruent","SCIAT first","male",46,19,FALSE,TRUE
280,6,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",46,19,FALSE,TRUE
271,1,4,"Flowers-Insects IAT","congruent","SCIAT first","24",24,16,FALSE,FALSE
271,2,5,"Flowers-Insects IAT","congruent","SCIAT first","24",24,16,FALSE,FALSE
271,3,4,"Flowers-Insects IAT","congruent","SCIAT first","24",24,16,FALSE,FALSE
271,4,5,"Flowers-Insects IAT","congruent","SCIAT first","24",24,16,FALSE,FALSE
271,5,6,"Flowers-Insects IAT","congruent","SCIAT first","24",24,16,FALSE,FALSE
271,6,6,"Flowers-Insects IAT","congruent","SCIAT first","24",24,16,FALSE,FALSE
270,1,4,"Flowers-Insects IAT","incongruent","ratings first","female",18,19,FALSE,FALSE
270,2,4,"Flowers-Insects IAT","incongruent","ratings first","female",18,19,FALSE,FALSE
270,3,4,"Flowers-Insects IAT","incongruent","ratings first","female",18,19,FALSE,FALSE
270,4,4,"Flowers-Insects IAT","incongruent","ratings first","female",18,19,FALSE,FALSE
270,5,4,"Flowers-Insects IAT","incongruent","ratings first","female",18,19,FALSE,FALSE
270,6,4,"Flowers-Insects IAT","incongruent","ratings first","female",18,19,FALSE,FALSE
268,1,4,"Race IAT","incongruent","SCIAT first","male",56,23,FALSE,FALSE
268,2,4,"Race IAT","incongruent","SCIAT first","male",56,23,FALSE,FALSE
268,3,4,"Race IAT","incongruent","SCIAT first","male",56,23,FALSE,FALSE
268,4,5,"Race IAT","incongruent","SCIAT first","male",56,23,FALSE,FALSE
268,5,4,"Race IAT","incongruent","SCIAT first","male",56,23,FALSE,FALSE
268,6,4,"Race IAT","incongruent","SCIAT first","male",56,23,FALSE,FALSE
273,1,7,"Race IAT","congruent","ratings first","female",24,15,FALSE,FALSE
273,2,5,"Race IAT","congruent","ratings first","female",24,15,FALSE,FALSE
273,3,6,"Race IAT","congruent","ratings first","female",24,15,FALSE,FALSE
273,4,3,"Race IAT","congruent","ratings first","female",24,15,FALSE,FALSE
273,5,2,"Race IAT","congruent","ratings first","female",24,15,FALSE,FALSE
273,6,3,"Race IAT","congruent","ratings first","female",24,15,FALSE,FALSE
274,1,4,"Race IAT","incongruent","ratings first","male",23,12,FALSE,FALSE
274,2,4,"Race IAT","incongruent","ratings first","male",23,12,FALSE,FALSE
274,3,4,"Race IAT","incongruent","ratings first","male",23,12,FALSE,FALSE
274,4,4,"Race IAT","incongruent","ratings first","male",23,12,FALSE,FALSE
274,5,4,"Race IAT","incongruent","ratings first","male",23,12,FALSE,FALSE
274,6,4,"Race IAT","incongruent","ratings first","male",23,12,FALSE,FALSE
269,1,2,"Flowers-Insects IAT","congruent","ratings first","male",33,30,FALSE,FALSE
269,2,2,"Flowers-Insects IAT","congruent","ratings first","male",33,30,FALSE,FALSE
269,3,2,"Flowers-Insects IAT","congruent","ratings first","male",33,30,FALSE,FALSE
269,4,2,"Flowers-Insects IAT","congruent","ratings first","male",33,30,FALSE,FALSE
269,5,2,"Flowers-Insects IAT","congruent","ratings first","male",33,30,FALSE,FALSE
269,6,2,"Flowers-Insects IAT","congruent","ratings first","male",33,30,FALSE,FALSE
266,1,5,"Race IAT","incongruent","ratings first","male",47,18,FALSE,FALSE
266,2,5,"Race IAT","incongruent","ratings first","male",47,18,FALSE,FALSE
266,3,5,"Race IAT","incongruent","ratings first","male",47,18,FALSE,FALSE
266,4,4,"Race IAT","incongruent","ratings first","male",47,18,FALSE,FALSE
266,5,4,"Race IAT","incongruent","ratings first","male",47,18,FALSE,FALSE
266,6,4,"Race IAT","incongruent","ratings first","male",47,18,FALSE,FALSE
264,1,7,"Flowers-Insects IAT","incongruent","SCIAT first","male",25,14,FALSE,FALSE
264,2,7,"Flowers-Insects IAT","incongruent","SCIAT first","male",25,14,FALSE,FALSE
264,3,7,"Flowers-Insects IAT","incongruent","SCIAT first","male",25,14,FALSE,FALSE
264,4,7,"Flowers-Insects IAT","incongruent","SCIAT first","male",25,14,FALSE,FALSE
264,5,7,"Flowers-Insects IAT","incongruent","SCIAT first","male",25,14,FALSE,FALSE
264,6,7,"Flowers-Insects IAT","incongruent","SCIAT first","male",25,14,FALSE,FALSE
259,1,4,"Race IAT","congruent","SCIAT first","female",30,27,FALSE,FALSE
259,2,4,"Race IAT","congruent","SCIAT first","female",30,27,FALSE,FALSE
259,3,6,"Race IAT","congruent","SCIAT first","female",30,27,FALSE,FALSE
259,4,5,"Race IAT","congruent","SCIAT first","female",30,27,FALSE,FALSE
259,5,3,"Race IAT","congruent","SCIAT first","female",30,27,FALSE,FALSE
259,6,5,"Race IAT","congruent","SCIAT first","female",30,27,FALSE,FALSE
260,1,6,"Race IAT","incongruent","SCIAT first","male",25,18,FALSE,FALSE
260,2,6,"Race IAT","incongruent","SCIAT first","male",25,18,FALSE,FALSE
260,3,6,"Race IAT","incongruent","SCIAT first","male",25,18,FALSE,FALSE
260,4,6,"Race IAT","incongruent","SCIAT first","male",25,18,FALSE,FALSE
260,5,6,"Race IAT","incongruent","SCIAT first","male",25,18,FALSE,FALSE
260,6,6,"Race IAT","incongruent","SCIAT first","male",25,18,FALSE,FALSE
256,1,7,"Flowers-Insects IAT","incongruent","SCIAT first","female",21,15,FALSE,FALSE
256,2,7,"Flowers-Insects IAT","incongruent","SCIAT first","female",21,15,FALSE,FALSE
256,3,7,"Flowers-Insects IAT","incongruent","SCIAT first","female",21,15,FALSE,FALSE
256,4,7,"Flowers-Insects IAT","incongruent","SCIAT first","female",21,15,FALSE,FALSE
256,5,7,"Flowers-Insects IAT","incongruent","SCIAT first","female",21,15,FALSE,FALSE
256,6,7,"Flowers-Insects IAT","incongruent","SCIAT first","female",21,15,FALSE,FALSE
251,1,1,"Race IAT","congruent","SCIAT first","male",27,31,FALSE,FALSE
251,2,1,"Race IAT","congruent","SCIAT first","male",27,31,FALSE,FALSE
251,3,1,"Race IAT","congruent","SCIAT first","male",27,31,FALSE,FALSE
251,4,1,"Race IAT","congruent","SCIAT first","male",27,31,FALSE,FALSE
251,5,2,"Race IAT","congruent","SCIAT first","male",27,31,FALSE,FALSE
251,6,1,"Race IAT","congruent","SCIAT first","male",27,31,FALSE,FALSE
252,1,4,"Race IAT","incongruent","SCIAT first","male",29,21,FALSE,TRUE
252,2,4,"Race IAT","incongruent","SCIAT first","male",29,21,FALSE,TRUE
252,3,4,"Race IAT","incongruent","SCIAT first","male",29,21,FALSE,TRUE
252,4,4,"Race IAT","incongruent","SCIAT first","male",29,21,FALSE,TRUE
252,5,4,"Race IAT","incongruent","SCIAT first","male",29,21,FALSE,TRUE
252,6,4,"Race IAT","incongruent","SCIAT first","male",29,21,FALSE,TRUE
249,1,4,"Race IAT","congruent","ratings first","female",33,12,FALSE,FALSE
249,2,4,"Race IAT","congruent","ratings first","female",33,12,FALSE,FALSE
249,3,4,"Race IAT","congruent","ratings first","female",33,12,FALSE,FALSE
249,4,4,"Race IAT","congruent","ratings first","female",33,12,FALSE,FALSE
249,5,4,"Race IAT","congruent","ratings first","female",33,12,FALSE,FALSE
249,6,4,"Race IAT","congruent","ratings first","female",33,12,FALSE,FALSE
244,1,4,"Race IAT","incongruent","SCIAT first","male",33,23,FALSE,FALSE
244,2,4,"Race IAT","incongruent","SCIAT first","male",33,23,FALSE,FALSE
244,3,4,"Race IAT","incongruent","SCIAT first","male",33,23,FALSE,FALSE
244,4,5,"Race IAT","incongruent","SCIAT first","male",33,23,FALSE,FALSE
244,5,5,"Race IAT","incongruent","SCIAT first","male",33,23,FALSE,FALSE
244,6,6,"Race IAT","incongruent","SCIAT first","male",33,23,FALSE,FALSE
250,1,5,"Race IAT","incongruent","ratings first","female",50,11,FALSE,FALSE
250,2,5,"Race IAT","incongruent","ratings first","female",50,11,FALSE,FALSE
250,3,6,"Race IAT","incongruent","ratings first","female",50,11,FALSE,FALSE
250,4,5,"Race IAT","incongruent","ratings first","female",50,11,FALSE,FALSE
250,5,5,"Race IAT","incongruent","ratings first","female",50,11,FALSE,FALSE
250,6,5,"Race IAT","incongruent","ratings first","female",50,11,FALSE,FALSE
248,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",43,14,FALSE,FALSE
248,2,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",43,14,FALSE,FALSE
248,3,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",43,14,FALSE,FALSE
248,4,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",43,14,FALSE,FALSE
248,5,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",43,14,FALSE,FALSE
248,6,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",43,14,FALSE,FALSE
247,1,3,"Flowers-Insects IAT","congruent","SCIAT first","male",26,23,FALSE,FALSE
247,2,5,"Flowers-Insects IAT","congruent","SCIAT first","male",26,23,FALSE,FALSE
247,3,4,"Flowers-Insects IAT","congruent","SCIAT first","male",26,23,FALSE,FALSE
247,4,7,"Flowers-Insects IAT","congruent","SCIAT first","male",26,23,FALSE,FALSE
247,5,7,"Flowers-Insects IAT","congruent","SCIAT first","male",26,23,FALSE,FALSE
247,6,5,"Flowers-Insects IAT","congruent","SCIAT first","male",26,23,FALSE,FALSE
243,1,3,"Race IAT","congruent","SCIAT first","male",30,24,FALSE,FALSE
243,2,2,"Race IAT","congruent","SCIAT first","male",30,24,FALSE,FALSE
243,3,3,"Race IAT","congruent","SCIAT first","male",30,24,FALSE,FALSE
243,4,3,"Race IAT","congruent","SCIAT first","male",30,24,FALSE,FALSE
243,5,2,"Race IAT","congruent","SCIAT first","male",30,24,FALSE,FALSE
243,6,4,"Race IAT","congruent","SCIAT first","male",30,24,FALSE,FALSE
245,1,4,"Flowers-Insects IAT","congruent","ratings first","female",34,16,FALSE,FALSE
245,2,4,"Flowers-Insects IAT","congruent","ratings first","female",34,16,FALSE,FALSE
245,3,4,"Flowers-Insects IAT","congruent","ratings first","female",34,16,FALSE,FALSE
245,4,4,"Flowers-Insects IAT","congruent","ratings first","female",34,16,FALSE,FALSE
245,5,4,"Flowers-Insects IAT","congruent","ratings first","female",34,16,FALSE,FALSE
245,6,4,"Flowers-Insects IAT","congruent","ratings first","female",34,16,FALSE,FALSE
238,1,5,"Flowers-Insects IAT","incongruent","ratings first","male",33,18,FALSE,FALSE
238,2,5,"Flowers-Insects IAT","incongruent","ratings first","male",33,18,FALSE,FALSE
238,3,5,"Flowers-Insects IAT","incongruent","ratings first","male",33,18,FALSE,FALSE
238,4,5,"Flowers-Insects IAT","incongruent","ratings first","male",33,18,FALSE,FALSE
238,5,5,"Flowers-Insects IAT","incongruent","ratings first","male",33,18,FALSE,FALSE
238,6,5,"Flowers-Insects IAT","incongruent","ratings first","male",33,18,FALSE,FALSE
240,1,2,"Flowers-Insects IAT","incongruent","SCIAT first","female",18,29,FALSE,FALSE
240,2,2,"Flowers-Insects IAT","incongruent","SCIAT first","female",18,29,FALSE,FALSE
240,3,2,"Flowers-Insects IAT","incongruent","SCIAT first","female",18,29,FALSE,FALSE
240,4,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",18,29,FALSE,FALSE
240,5,2,"Flowers-Insects IAT","incongruent","SCIAT first","female",18,29,FALSE,FALSE
240,6,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",18,29,FALSE,FALSE
242,1,4,"Race IAT","incongruent","ratings first","male",21,20,TRUE,TRUE
242,2,5,"Race IAT","incongruent","ratings first","male",21,20,TRUE,TRUE
242,3,5,"Race IAT","incongruent","ratings first","male",21,20,TRUE,TRUE
242,4,5,"Race IAT","incongruent","ratings first","male",21,20,TRUE,TRUE
242,5,5,"Race IAT","incongruent","ratings first","male",21,20,TRUE,TRUE
242,6,5,"Race IAT","incongruent","ratings first","male",21,20,TRUE,TRUE
241,1,3,"Race IAT","congruent","ratings first","male",34,14,FALSE,FALSE
241,2,3,"Race IAT","congruent","ratings first","male",34,14,FALSE,FALSE
241,3,3,"Race IAT","congruent","ratings first","male",34,14,FALSE,FALSE
241,4,3,"Race IAT","congruent","ratings first","male",34,14,FALSE,FALSE
241,5,3,"Race IAT","congruent","ratings first","male",34,14,FALSE,FALSE
241,6,3,"Race IAT","congruent","ratings first","male",34,14,FALSE,FALSE
236,1,5,"Race IAT","incongruent","SCIAT first","female",25,15,FALSE,FALSE
236,2,6,"Race IAT","incongruent","SCIAT first","female",25,15,FALSE,FALSE
236,3,6,"Race IAT","incongruent","SCIAT first","female",25,15,FALSE,FALSE
236,4,6,"Race IAT","incongruent","SCIAT first","female",25,15,FALSE,FALSE
236,5,6,"Race IAT","incongruent","SCIAT first","female",25,15,FALSE,FALSE
236,6,6,"Race IAT","incongruent","SCIAT first","female",25,15,FALSE,FALSE
228,1,4,"Race IAT","incongruent","SCIAT first","male",34,14,FALSE,FALSE
228,2,4,"Race IAT","incongruent","SCIAT first","male",34,14,FALSE,FALSE
228,3,4,"Race IAT","incongruent","SCIAT first","male",34,14,FALSE,FALSE
228,4,4,"Race IAT","incongruent","SCIAT first","male",34,14,FALSE,FALSE
228,5,4,"Race IAT","incongruent","SCIAT first","male",34,14,FALSE,FALSE
228,6,4,"Race IAT","incongruent","SCIAT first","male",34,14,FALSE,FALSE
226,1,1,"Race IAT","incongruent","ratings first","male",44,30,FALSE,FALSE
226,2,1,"Race IAT","incongruent","ratings first","male",44,30,FALSE,FALSE
226,3,1,"Race IAT","incongruent","ratings first","male",44,30,FALSE,FALSE
226,4,1,"Race IAT","incongruent","ratings first","male",44,30,FALSE,FALSE
226,5,1,"Race IAT","incongruent","ratings first","male",44,30,FALSE,FALSE
226,6,1,"Race IAT","incongruent","ratings first","male",44,30,FALSE,FALSE
230,1,4,"Flowers-Insects IAT","incongruent","ratings first","male",18,22,FALSE,FALSE
230,2,4,"Flowers-Insects IAT","incongruent","ratings first","male",18,22,FALSE,FALSE
230,3,3,"Flowers-Insects IAT","incongruent","ratings first","male",18,22,FALSE,FALSE
230,4,4,"Flowers-Insects IAT","incongruent","ratings first","male",18,22,FALSE,FALSE
230,5,4,"Flowers-Insects IAT","incongruent","ratings first","male",18,22,FALSE,FALSE
230,6,4,"Flowers-Insects IAT","incongruent","ratings first","male",18,22,FALSE,FALSE
237,1,5,"Flowers-Insects IAT","congruent","ratings first","female",46,20,FALSE,FALSE
237,2,5,"Flowers-Insects IAT","congruent","ratings first","female",46,20,FALSE,FALSE
237,3,5,"Flowers-Insects IAT","congruent","ratings first","female",46,20,FALSE,FALSE
237,4,5,"Flowers-Insects IAT","congruent","ratings first","female",46,20,FALSE,FALSE
237,5,5,"Flowers-Insects IAT","congruent","ratings first","female",46,20,FALSE,FALSE
237,6,5,"Flowers-Insects IAT","congruent","ratings first","female",46,20,FALSE,FALSE
232,1,6,"Flowers-Insects IAT","incongruent","SCIAT first","male",22,26,TRUE,TRUE
232,2,6,"Flowers-Insects IAT","incongruent","SCIAT first","male",22,26,TRUE,TRUE
232,3,6,"Flowers-Insects IAT","incongruent","SCIAT first","male",22,26,TRUE,TRUE
232,4,6,"Flowers-Insects IAT","incongruent","SCIAT first","male",22,26,TRUE,TRUE
232,5,6,"Flowers-Insects IAT","incongruent","SCIAT first","male",22,26,TRUE,TRUE
232,6,6,"Flowers-Insects IAT","incongruent","SCIAT first","male",22,26,TRUE,TRUE
217,1,3,"Race IAT","congruent","ratings first","male",44,14,FALSE,FALSE
217,2,3,"Race IAT","congruent","ratings first","male",44,14,FALSE,FALSE
217,3,4,"Race IAT","congruent","ratings first","male",44,14,FALSE,FALSE
217,4,4,"Race IAT","congruent","ratings first","male",44,14,FALSE,FALSE
217,5,4,"Race IAT","congruent","ratings first","male",44,14,FALSE,FALSE
217,6,3,"Race IAT","congruent","ratings first","male",44,14,FALSE,FALSE
225,1,5,"Race IAT","congruent","ratings first","female",26,19,FALSE,FALSE
225,2,5,"Race IAT","congruent","ratings first","female",26,19,FALSE,FALSE
225,3,3,"Race IAT","congruent","ratings first","female",26,19,FALSE,FALSE
225,4,2,"Race IAT","congruent","ratings first","female",26,19,FALSE,FALSE
225,5,2,"Race IAT","congruent","ratings first","female",26,19,FALSE,FALSE
225,6,4,"Race IAT","congruent","ratings first","female",26,19,FALSE,FALSE
222,1,4,"Flowers-Insects IAT","incongruent","ratings first","male",25,15,FALSE,FALSE
222,2,4,"Flowers-Insects IAT","incongruent","ratings first","male",25,15,FALSE,FALSE
222,3,3,"Flowers-Insects IAT","incongruent","ratings first","male",25,15,FALSE,FALSE
222,4,4,"Flowers-Insects IAT","incongruent","ratings first","male",25,15,FALSE,FALSE
222,5,4,"Flowers-Insects IAT","incongruent","ratings first","male",25,15,FALSE,FALSE
222,6,4,"Flowers-Insects IAT","incongruent","ratings first","male",25,15,FALSE,FALSE
221,1,3,"Flowers-Insects IAT","congruent","ratings first","female",20,20,FALSE,FALSE
221,2,3,"Flowers-Insects IAT","congruent","ratings first","female",20,20,FALSE,FALSE
221,3,3,"Flowers-Insects IAT","congruent","ratings first","female",20,20,FALSE,FALSE
221,4,3,"Flowers-Insects IAT","congruent","ratings first","female",20,20,FALSE,FALSE
221,5,3,"Flowers-Insects IAT","congruent","ratings first","female",20,20,FALSE,FALSE
221,6,3,"Flowers-Insects IAT","congruent","ratings first","female",20,20,FALSE,FALSE
